accession_no,ticker,cik,filed_at,filing_date,item_codes,body_keywords,direction,direction_confidence,direction_source,t0_close,t1_close,t5_close,next_day_return,five_day_return,label_t1,label_t5
0000950170-24-124545,SNDX,0001395937,2024-11-12,2024-11-12,8.01|9.01,fda_approval,long,0.85,body_keywords,16.21,16.63,15.77,0.02591,-0.02714,B_long,B_short
0000950170-24-121437,SNDX,0001395937,2024-11-05,2024-11-05,2.02|9.01,fda_approval,long,0.85,body_keywords,19.69,21.35,16.21,0.08431,-0.17674,A_long,A_short
0000950170-24-120673,SNDX,0001395937,2024-11-04,2024-11-04,1.01,,long,0.5,item_codes,18.94,19.69,21.78,0.0396,0.14995,A_long,A_long
0000950170-24-089235,SNDX,0001395937,2024-08-01,2024-08-01,2.02|9.01,,,0.0,,22.0,21.04,19.99,-0.04364,-0.09136,A_short,A_short
0000950170-24-060462,SNDX,0001395937,2024-05-15,2024-05-15,5.02|5.07|7.01|9.01,,,0.0,,21.94,20.92,20.76,-0.04649,-0.05378,A_short,A_short
0000950170-24-055052,SNDX,0001395937,2024-05-08,2024-05-08,2.02|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-24-032514,SNDX,0001395937,2024-03-18,2024-03-18,5.02|7.01|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-24-021086,SNDX,0001395937,2024-02-27,2024-02-27,2.02|9.01,underwritten_offering,short,0.75,body_keywords,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-071749,SNDX,0001395937,2023-12-20,2023-12-20,8.01|9.01,shelf_takedown|underwritten_offering,short,0.75,body_keywords,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0001193125-23-296814,SNDX,0001395937,2023-12-15,2023-12-15,1.01|9.01,issue_and_sell_shares|material_adverse_change|shelf_takedown,short,0.7,body_keywords,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-069683,SNDX,0001395937,2023-12-12,2023-12-12,8.01|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-058156,SNDX,0001395937,2023-11-02,2023-11-02,2.02|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-050922,SNDX,0001395937,2023-10-02,2023-10-02,8.01|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-037936,SNDX,0001395937,2023-08-03,2023-08-03,2.02|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-033937,SNDX,0001395937,2023-07-24,2023-07-24,8.01|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-024544,SNDX,0001395937,2023-05-26,2023-05-26,1.02|8.01|9.01,at_the_market_offering|issue_and_sell_shares|material_adverse_change|shelf_takedown,short,0.75,body_keywords,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-022802,SNDX,0001395937,2023-05-18,2023-05-18,3.03|5.03|5.07|9.01,restate,short,0.85,body_keywords,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-018794,SNDX,0001395937,2023-05-08,2023-05-08,2.02|5.02|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-010756,SNDX,0001395937,2023-03-30,2023-03-30,5.02|7.01|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-005069,SNDX,0001395937,2023-02-28,2023-02-28,2.02|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-23-002172,SNDX,0001395937,2023-02-08,2023-02-08,5.02|9.01,acquired_by|restate,long,0.9,body_keywords,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-22-026546,SNDX,0001395937,2022-12-14,2022-12-14,2.02|7.01|9.01,shelf_takedown|underwritten_offering,short,0.75,body_keywords,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0001193125-22-300218,SNDX,0001395937,2022-12-07,2022-12-07,1.01|9.01,issue_and_sell_shares|material_adverse_change|shelf_takedown,short,0.7,body_keywords,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-22-026017,SNDX,0001395937,2022-12-05,2022-12-05,5.02|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-22-021838,SNDX,0001395937,2022-11-03,2022-11-03,2.02|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-22-018819,SNDX,0001395937,2022-09-23,2022-09-23,1.02|7.01|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0000950170-22-015507,SNDX,0001395937,2022-08-08,2022-08-08,2.02|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0001564590-22-023045,SNDX,0001395937,2022-06-13,2022-06-13,5.02|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0001564590-22-019515,SNDX,0001395937,2022-05-11,2022-05-11,5.07|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0001564590-22-018892,SNDX,0001395937,2022-05-09,2022-05-09,2.02|9.01,,,0.0,,20.97,21.66,20.25,0.0329,-0.03433,A_long,A_short
0001437749-26-015354,TPB,0001290677,2026-05-07,2026-05-07,2.02|9.01,,,0.0,,90.22,93.42,,0.03547,,A_long,
0001437749-26-014957,TPB,0001290677,2026-05-05,2026-05-05,5.07,,,0.0,,80.95,81.26,92.96,0.00383,0.14836,neutral,A_long
0001437749-26-006236,TPB,0001290677,2026-03-02,2026-03-02,2.02|9.01,at_the_market_offering|convertible_debt_issuance,short,0.75,body_keywords,108.51,107.57,92.88,-0.00866,-0.14404,neutral,A_short
0001437749-25-033391,TPB,0001290677,2025-11-05,2025-11-05,8.01|9.01,at_the_market_offering|issue_and_sell_shares|material_adverse_change|partnership_strategic|restate|shelf_takedown,short,0.85,body_keywords,101.16,100.19,100.21,-0.00959,-0.00939,neutral,neutral
0001437749-25-033130,TPB,0001290677,2025-11-05,2025-11-05,2.02|9.01,at_the_market_offering|buyback_authorized|convertible_debt_issuance|shelf_takedown,short,0.75,body_keywords,101.16,100.19,100.21,-0.00959,-0.00939,neutral,neutral
0001437749-25-024957,TPB,0001290677,2025-08-06,2025-08-06,2.02|9.01,,,0.0,,92.68,94.14,99.84,0.01575,0.07726,B_long,A_long
0001437749-25-015844,TPB,0001290677,2025-05-09,2025-05-09,5.07,restate,short,0.85,body_keywords,74.28,69.97,73.65,-0.05802,-0.00848,A_short,neutral
0001437749-25-014919,TPB,0001290677,2025-05-07,2025-05-07,2.02|7.01|9.01,,,0.0,,81.0,75.66,71.35,-0.06593,-0.11914,A_short,A_short
0001437749-25-007066,TPB,0001290677,2025-03-11,2025-03-11,4.01|9.01,material_weakness,short,0.75,body_keywords,59.07,59.25,57.31,0.00305,-0.0298,neutral,B_short
0001437749-25-006376,TPB,0001290677,2025-03-06,2025-03-06,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,61.56,61.28,56.94,-0.00455,-0.07505,neutral,A_short
0001140361-25-005142,TPB,0001290677,2025-02-19,2025-02-19,1.01|2.03|8.01,covenant_violation,short,0.85,body_keywords,69.39,69.16,68.92,-0.00331,-0.00677,neutral,neutral
0001140361-25-003840,TPB,0001290677,2025-02-11,2025-02-11,8.01|9.01,,,0.0,,67.7,69.75,69.39,0.03028,0.02496,A_long,B_long
0001140361-25-003651,TPB,0001290677,2025-02-10,2025-02-10,2.02|8.01,,,0.0,,68.37,67.7,70.32,-0.0098,0.02852,neutral,B_long
0001140361-25-000303,TPB,0001290677,2025-01-06,2025-01-06,8.01,,,0.0,,57.21,56.05,55.9,-0.02028,-0.0229,B_short,B_short
0001140361-24-049330,TPB,0001290677,2024-12-13,2024-12-13,1.01|9.01,at_the_market_offering|issue_and_sell_shares|material_adverse_change|partnership_strategic|restate|shelf_takedown,short,0.85,body_keywords,60.52,60.77,59.14,0.00413,-0.0228,neutral,B_short
0001140361-24-045535,TPB,0001290677,2024-11-07,2024-11-07,2.02|7.01|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,49.6,51.69,58.04,0.04214,0.17016,A_long,A_long
0001140361-24-035215,TPB,0001290677,2024-08-01,2024-08-01,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,38.22,37.24,36.73,-0.02564,-0.03898,B_short,A_short
0001140361-24-024537,TPB,0001290677,2024-05-06,2024-05-06,5.07,,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-24-023844,TPB,0001290677,2024-05-02,2024-05-02,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-24-014786,TPB,0001290677,2024-03-22,2024-03-22,5.02,restate,short,0.85,body_keywords,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-24-012800,TPB,0001290677,2024-03-12,2024-03-12,5.02|7.01|9.01,,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-24-009928,TPB,0001290677,2024-02-28,2024-02-28,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-23-051998,TPB,0001290677,2023-11-08,2023-11-08,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-23-037507,TPB,0001290677,2023-08-02,2023-08-02,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-23-025010,TPB,0001290677,2023-05-16,2023-05-16,1.01|9.01,credit_facility_amendment|restate,short,0.85,body_keywords,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-23-023230,TPB,0001290677,2023-05-05,2023-05-05,5.07,,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-23-022607,TPB,0001290677,2023-05-03,2023-05-03,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-23-013755,TPB,0001290677,2023-03-24,2023-03-24,5.02,,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-23-008442,TPB,0001290677,2023-02-24,2023-02-24,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-22-038491,TPB,0001290677,2022-10-26,2022-10-26,2.02|7.01|9.01,,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-22-037325,TPB,0001290677,2022-10-17,2022-10-17,2.02|5.02|7.01|9.01,,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-22-027062,TPB,0001290677,2022-07-27,2022-07-27,2.02|7.01|9.01,,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-22-017287,TPB,0001290677,2022-05-02,2022-05-02,5.07,,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001140361-22-016119,TPB,0001290677,2022-04-27,2022-04-27,2.02|7.01|9.01,,,0.0,,34.13,33.97,33.3,-0.00469,-0.02432,neutral,B_short
0001529274-26-000036,ALKT,0001529274,2026-05-06,2026-05-06,1.01|9.01,buyback_authorized|material_adverse_change|restate,short,0.85,body_keywords,16.75,17.43,,0.0406,,A_long,
0001529274-26-000028,ALKT,0001529274,2026-04-29,2026-04-29,2.02|7.01|8.01|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,16.42,15.78,16.75,-0.03898,0.0201,A_short,B_long
0001529274-26-000014,ALKT,0001529274,2026-04-01,2026-04-01,5.02,,,0.0,,16.01,16.56,15.67,0.03435,-0.02124,A_long,B_short
0001529274-26-000005,ALKT,0001529274,2026-02-25,2026-02-25,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,16.37,15.63,16.49,-0.0452,0.00733,A_short,neutral
0001529274-25-000159,ALKT,0001529274,2025-10-30,2025-10-30,2.02|5.02|7.01|9.01,convertible_debt_issuance,,0.0,,21.99,20.29,19.08,-0.07731,-0.13233,A_short,A_short
0001529274-25-000147,ALKT,0001529274,2025-07-30,2025-07-30,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,26.16,22.29,21.4,-0.14794,-0.18196,A_short,A_short
0001529274-25-000130,ALKT,0001529274,2025-06-30,2025-06-30,5.02,,,0.0,,30.14,29.55,30.19,-0.01958,0.00166,B_short,neutral
0001529274-25-000094,ALKT,0001529274,2025-05-15,2025-05-15,5.07,,,0.0,,30.49,30.89,29.21,0.01312,-0.04198,B_long,A_short
0001529274-25-000070,ALKT,0001529274,2025-04-30,2025-04-30,2.02|5.02|7.01|9.01,convertible_debt_issuance,,0.0,,26.69,26.07,28.0,-0.02323,0.04908,B_short,A_long
0001529274-25-000044,ALKT,0001529274,2025-03-17,2025-03-17,2.01|9.01,,,0.0,,25.71,25.48,27.54,-0.00895,0.07118,neutral,A_long
0001529274-25-000040,ALKT,0001529274,2025-03-13,2025-03-13,1.01|2.03|3.02|8.01|9.01,convertible_debt_issuance|covenant_violation|restate,short,0.85,body_keywords,25.25,25.26,26.27,0.0004,0.0404,neutral,A_long
0001529274-25-000028,ALKT,0001529274,2025-02-27,2025-02-27,1.01|2.02|7.01|8.01|9.01,definitive_agreement_acquisition|restate,short,0.85,body_keywords,28.96,30.84,27.97,0.06492,-0.03419,A_long,A_short
0001628280-24-046687,ALKT,0001529274,2024-11-08,2024-11-08,8.01|9.01,material_adverse_change|shelf_takedown,short,0.7,body_keywords,37.87,37.64,35.93,-0.00607,-0.05123,neutral,A_short
0001529274-24-000212,ALKT,0001529274,2024-10-30,2024-10-30,2.02|7.01|9.01,,,0.0,,38.18,36.61,39.86,-0.04112,0.044,A_short,A_long
0001628280-24-036746,ALKT,0001529274,2024-08-12,2024-08-12,8.01|9.01,material_adverse_change|shelf_takedown,short,0.7,body_keywords,31.25,31.04,31.54,-0.00672,0.00928,neutral,neutral
0001529274-24-000166,ALKT,0001529274,2024-07-31,2024-07-31,2.02|7.01|9.01,,,0.0,,32.73,33.86,32.03,0.03452,-0.02139,A_long,B_short
0001529274-24-000159,ALKT,0001529274,2024-07-26,2024-07-26,5.02,,,0.0,,33.43,32.84,32.24,-0.01765,-0.0356,B_short,A_short
0001529274-24-000143,ALKT,0001529274,2024-07-02,2024-07-02,1.01|2.03|9.01,covenant_violation|credit_facility_amendment|material_adverse_change|non_reliance|restate,short,0.95,body_keywords,30.3,30.25,29.76,-0.00165,-0.01782,neutral,B_short
0001529274-24-000102,ALKT,0001529274,2024-05-15,2024-05-15,5.07,,,0.0,,26.02,26.64,27.94,0.02383,0.07379,B_long,A_long
0001529274-24-000093,ALKT,0001529274,2024-05-01,2024-05-01,2.02|7.01|9.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-24-000072,ALKT,0001529274,2024-04-01,2024-04-01,5.02,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-24-000024,ALKT,0001529274,2024-02-28,2024-02-28,2.02|9.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-23-000184,ALKT,0001529274,2023-11-01,2023-11-01,2.02|9.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-23-000165,ALKT,0001529274,2023-09-06,2023-09-06,1.01|2.03|9.01,restate,short,0.85,body_keywords,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-23-000149,ALKT,0001529274,2023-08-02,2023-08-02,2.02|9.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-23-000134,ALKT,0001529274,2023-06-28,2023-06-28,1.01|2.03|9.01,covenant_violation|credit_facility_amendment|material_adverse_change|non_reliance|restate,short,0.95,body_keywords,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-23-000095,ALKT,0001529274,2023-05-17,2023-05-17,5.07,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-23-000086,ALKT,0001529274,2023-05-03,2023-05-03,2.02|9.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-23-000056,ALKT,0001529274,2023-03-13,2023-03-13,8.01,restate,short,0.85,body_keywords,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-23-000040,ALKT,0001529274,2023-02-27,2023-02-27,7.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-23-000034,ALKT,0001529274,2023-02-23,2023-02-23,2.02|9.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-23-000023,ALKT,0001529274,2023-02-17,2023-02-17,5.02,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-23-000002,ALKT,0001529274,2023-01-03,2023-01-03,1.01|9.01,,long,0.5,item_codes,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-22-000190,ALKT,0001529274,2022-12-19,2022-12-19,5.02,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-22-000176,ALKT,0001529274,2022-11-22,2022-11-22,5.02|7.01|9.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-22-000168,ALKT,0001529274,2022-11-03,2022-11-03,2.02|9.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-22-000137,ALKT,0001529274,2022-08-03,2022-08-03,2.02|9.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-22-000093,ALKT,0001529274,2022-05-20,2022-05-20,5.07,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-22-000078,ALKT,0001529274,2022-05-05,2022-05-05,2.02|9.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-22-000072,ALKT,0001529274,2022-05-02,2022-05-02,1.01|2.03|9.01,covenant_violation|credit_facility_amendment|material_adverse_change|non_reliance|restate,short,0.95,body_keywords,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001529274-22-000067,ALKT,0001529274,2022-04-25,2022-04-25,2.01|9.01,,,0.0,,25.43,25.09,28.87,-0.01337,0.13527,B_short,A_long
0001437749-26-014731,XPRO,0001575828,2026-05-05,2026-05-05,2.02|7.01|8.01|9.01,buyback_authorized|definitive_agreement_acquisition,long,0.7,body_keywords,17.84,16.16,15.8,-0.09417,-0.11435,A_short,A_short
0001437749-26-004624,XPRO,0001575828,2026-02-19,2026-02-19,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,17.78,17.79,17.4,0.00056,-0.02137,neutral,B_short
0001437749-25-031570,XPRO,0001575828,2025-10-23,2025-10-23,2.02|7.01|9.01,,,0.0,,13.53,13.71,13.96,0.0133,0.03178,B_long,A_long
0001437749-25-023720,XPRO,0001575828,2025-07-29,2025-07-29,2.02|7.01|9.01,,,0.0,,11.89,10.88,10.83,-0.08495,-0.08915,A_short,A_short
0001437749-25-020373,XPRO,0001575828,2025-06-16,2025-06-16,5.02|7.01|9.01,,,0.0,,9.53,9.54,8.62,0.00105,-0.09549,neutral,A_short
0001437749-25-019857,XPRO,0001575828,2025-06-09,2025-06-09,5.07,,,0.0,,8.9,9.47,9.53,0.06405,0.07079,A_long,A_long
0001437749-25-013628,XPRO,0001575828,2025-04-30,2025-04-30,2.02|7.01|9.01,,,0.0,,8.27,8.33,7.73,0.00726,-0.0653,neutral,A_short
0001437749-25-004969,XPRO,0001575828,2025-02-25,2025-02-25,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,12.97,12.02,10.09,-0.07325,-0.22205,A_short,A_short
0001437749-24-037378,XPRO,0001575828,2024-12-12,2024-12-12,8.01,buyback_authorized,long,0.7,body_keywords,11.4,11.12,11.6,-0.02456,0.01754,B_short,B_long
0001437749-24-031956,XPRO,0001575828,2024-10-24,2024-10-24,2.02|7.01|9.01,restate,short,0.85,body_keywords,14.0,13.37,12.75,-0.045,-0.08929,A_short,A_short
0001437749-24-023506,XPRO,0001575828,2024-07-26,2024-07-26,1.01|9.01,,long,0.5,item_codes,22.7,22.12,20.4,-0.02555,-0.10132,B_short,A_short
0001437749-24-023405,XPRO,0001575828,2024-07-25,2024-07-25,2.02|7.01|9.01,restate,short,0.85,body_keywords,23.84,22.7,22.09,-0.04782,-0.07341,A_short,A_short
0001193125-24-176376,XPRO,0001575828,2024-07-08,2024-07-08,8.01|9.01,shelf_takedown,,0.0,,22.5,21.46,23.65,-0.04622,0.05111,A_short,A_long
0001437749-24-018484,XPRO,0001575828,2024-05-28,2024-05-28,5.07,,,0.0,,22.5,21.68,19.93,-0.03644,-0.11422,A_short,A_short
0001437749-24-017069,XPRO,0001575828,2024-05-15,2024-05-15,1.01|2.01|2.03|3.02|7.01|9.01,shelf_takedown|underwritten_offering,short,0.75,body_keywords,21.32,21.62,22.27,0.01407,0.04456,B_long,A_long
0001437749-24-013232,XPRO,0001575828,2024-04-25,2024-04-25,7.01|9.01,definitive_agreement_acquisition|restate,short,0.85,body_keywords,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-24-013113,XPRO,0001575828,2024-04-25,2024-04-25,2.02|7.01|9.01,definitive_agreement_acquisition|restate,short,0.85,body_keywords,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-24-004937,XPRO,0001575828,2024-02-21,2024-02-21,2.02|7.01|9.01,buyback_authorized|definitive_agreement_acquisition,long,0.7,body_keywords,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-24-003956,XPRO,0001575828,2024-02-14,2024-02-14,1.01|3.02|7.01|9.01,definitive_agreement_acquisition|issue_and_sell_shares|material_adverse_change,short,0.7,body_keywords,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-23-032530,XPRO,0001575828,2023-11-20,2023-11-20,7.01,,,0.0,,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001193125-23-278916,XPRO,0001575828,2023-11-16,2023-11-16,8.01|9.01,shelf_takedown,,0.0,,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-23-029022,XPRO,0001575828,2023-10-26,2023-10-26,2.02|7.01|9.01,buyback_authorized|restate,short,0.85,body_keywords,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-23-028049,XPRO,0001575828,2023-10-11,2023-10-11,1.01|2.03|9.01,restate,short,0.85,body_keywords,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-23-020782,XPRO,0001575828,2023-07-27,2023-07-27,2.02|7.01|9.01,,,0.0,,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-23-015849,XPRO,0001575828,2023-05-25,2023-05-25,5.07,,,0.0,,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-23-012419,XPRO,0001575828,2023-05-04,2023-05-04,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-23-011142,XPRO,0001575828,2023-04-26,2023-04-26,8.01,,,0.0,,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-23-007957,XPRO,0001575828,2023-03-27,2023-03-27,5.02|9.01,restate,short,0.85,body_keywords,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-23-004266,XPRO,0001575828,2023-02-23,2023-02-23,2.02|7.01|9.01,,,0.0,,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001193125-23-010257,XPRO,0001575828,2023-01-18,2023-01-18,8.01|9.01,material_adverse_change|restate|shelf_takedown|underwritten_offering,short,0.85,body_keywords,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001193125-23-006920,XPRO,0001575828,2023-01-12,2023-01-12,2.02|8.01|9.01,shelf_takedown,,0.0,,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-22-025637,XPRO,0001575828,2022-11-03,2022-11-03,2.02|7.01|9.01,,,0.0,,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-22-018730,XPRO,0001575828,2022-08-04,2022-08-04,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-22-014037,XPRO,0001575828,2022-06-01,2022-06-01,5.07,,,0.0,,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001437749-22-010973,XPRO,0001575828,2022-05-05,2022-05-05,2.02|7.01|9.01,restate,short,0.85,body_keywords,20.18,20.99,22.73,0.04014,0.12636,A_long,A_long
0001104659-26-018349,VRE,0000924901,2026-02-23,2026-02-23,1.01|1.02|5.02|5.03|8.01|9.01,acquired_by|definitive_agreement_acquisition|restate,long,0.9,body_keywords,18.81,18.83,18.85,0.00106,0.00213,neutral,neutral
0001628280-26-010382,VRE,0000924901,2026-02-23,2026-02-23,2.02|7.01|9.01,,,0.0,,18.81,18.83,18.85,0.00106,0.00213,neutral,neutral
0001104659-25-109804,VRE,0000924901,2025-11-12,2025-11-12,7.01|9.01,,,0.0,,14.95,14.92,15.09,-0.00201,0.00936,neutral,neutral
0001628280-25-045863,VRE,0000924901,2025-10-22,2025-10-22,2.02|7.01|9.01,,,0.0,,14.92,14.99,14.3,0.00469,-0.04155,neutral,A_short
0001104659-25-086008,VRE,0000924901,2025-09-02,2025-09-02,7.01|9.01,,,0.0,,15.42,15.74,16.15,0.02075,0.04734,B_long,A_long
0001104659-25-070063,VRE,0000924901,2025-07-23,2025-07-23,5.02|7.01|9.01,,,0.0,,14.53,14.58,14.2,0.00344,-0.02271,neutral,B_short
0000924901-25-000050,VRE,0000924901,2025-07-23,2025-07-23,2.02|7.01|9.01,guidance_raised,long,0.75,body_keywords,14.53,14.58,14.2,0.00344,-0.02271,neutral,B_short
0001104659-25-066915,VRE,0000924901,2025-07-10,2025-07-10,1.01|9.01,covenant_violation|credit_facility_amendment|material_adverse_change|restate,short,0.85,body_keywords,14.77,14.67,14.51,-0.00677,-0.0176,neutral,B_short
0001104659-25-063603,VRE,0000924901,2025-06-27,2025-06-27,5.02|9.01,,,0.0,,14.99,14.89,14.54,-0.00667,-0.03002,neutral,A_short
0001104659-25-059665,VRE,0000924901,2025-06-16,2025-06-16,5.07|9.01,,,0.0,,14.98,14.88,15.03,-0.00668,0.00334,neutral,neutral
0001104659-25-055225,VRE,0000924901,2025-06-02,2025-06-02,7.01|9.01,,,0.0,,15.07,15.17,15.19,0.00664,0.00796,neutral,neutral
0000924901-25-000025,VRE,0000924901,2025-04-23,2025-04-23,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,16.08,15.8,15.52,-0.01741,-0.03483,B_short,A_short
0001104659-25-016657,VRE,0000924901,2025-02-25,2025-02-25,7.01|9.01,,,0.0,,16.2,16.08,16.72,-0.00741,0.0321,neutral,A_long
0000924901-25-000009,VRE,0000924901,2025-02-24,2025-02-24,2.02|7.01|8.01|9.01,buyback_authorized,long,0.7,body_keywords,16.0,16.2,17.05,0.0125,0.06562,B_long,A_long
0001104659-24-119969,VRE,0000924901,2024-11-18,2024-11-18,7.01|9.01,,,0.0,,18.18,18.31,18.29,0.00715,0.00605,neutral,neutral
